Unit Type,Unit No.,Address 1,Address 2,Easting,Northing,MH - MOUNTING HEIGHT,CT - COLUMN TYPE,LT - LAMP TYPE,LW - LAMP WATTS
LIGHTING COLUMN,13,ST ANNES ROAD,DENTON,393322,395867,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,14,ST ANNES ROAD,DENTON,393311,395893,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,15,ST ANNES ROAD,DENTON,393282,395898,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,16,ST ANNES ROAD,DENTON,393258,395922,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,17,ST ANNES ROAD,DENTON,393242,395929,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,18,ST ANNES ROAD,DENTON,393226,395925,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,19,ST ANNES ROAD,DENTON,393210,395944,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,20,ST ANNES ROAD,DENTON,393188,395954,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,21,ST ANNES ROAD,DENTON,393155,395968,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,22,ST ANNES ROAD,DENTON,393143,395951,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,23,ST ANNES ROAD,DENTON,393122,395956,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,24,ST ANNES ROAD,DENTON,393138,395968,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,25,ST ANNES ROAD,DENTON,393132,395980,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,26,ST ANNES ROAD,DENTON,393118,395986,8 Metre,MILD STEEL,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,27,ST ANNES ROAD,DENTON,393065,396011,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,28,ST ANNES ROAD,DENTON,393031,396015,8 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,29,ST ANNES ROAD,DENTON,393003,396024,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,30,ST ANNES ROAD,DENTON,392978,396034,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,31,ST ANNES ROAD,DENTON,392947,396044,4 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,32,ST ANNES ROAD,DENTON,392918,396056,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,33,ST ANNES ROAD,DENTON,392890,396081,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,34,ST ANNES ROAD,DENTON,392859,396087,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,35,ST ANNES ROAD,DENTON,392838,396112,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,36,ST ANNES ROAD,DENTON,392805,396123,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,37,ST ANNES ROAD,DENTON,392773,396151,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,38,ST ANNES ROAD,DENTON,392739,396161,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,39,ST ANNES ROAD,DENTON,392718,396185,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,40,ST ANNES ROAD,DENTON,392684,396197,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,41,ST ANNES ROAD,DENTON,392658,396221,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,42,ST ANNES ROAD,DENTON,392621,396231,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,43,ST ANNES ROAD,DENTON,392579,396214,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST ANNES STREET,BROADBOTTOM,399444,393728,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST ANNES STREET,BROADBOTTOM,399446,393699,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST ASAPHS DRIVE,ASHTON-UNDER-LYNE,393828,400978,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST ASAPHS DRIVE,ASHTON-UNDER-LYNE,393801,400986,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST ASAPHS DRIVE,ASHTON-UNDER-LYNE,393771,400995,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ST ASAPHS DRIVE,ASHTON-UNDER-LYNE,393749,400983,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST CHRISTOPHERS AVENUE,ASHTON-UNDER-LYNE,395110,400853,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST CHRISTOPHERS AVENUE,ASHTON-UNDER-LYNE,395083,400875,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST CHRISTOPHERS AVENUE,ASHTON-UNDER-LYNE,395050,400866,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ST CHRISTOPHERS AVENUE,ASHTON-UNDER-LYNE,395020,400869,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,ST CHRISTOPHERS AVENUE,ASHTON-UNDER-LYNE,394989,400864,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,ST CHRISTOPHERS AVENUE,ASHTON-UNDER-LYNE,394987,400879,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,7,ST CHRISTOPHERS AVENUE,ASHTON-UNDER-LYNE,394968,400885,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ST CHRISTOPHERS ROAD,ASHTON-UNDER-LYNE,394950,400812,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST CHRISTOPHERS ROAD,ASHTON-UNDER-LYNE,394983,400800,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST CHRISTOPHERS ROAD,ASHTON-UNDER-LYNE,395015,400808,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ST CHRISTOPHERS ROAD,ASHTON-UNDER-LYNE,395047,400810,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ST CHRISTOPHERS ROAD,ASHTON-UNDER-LYNE,395078,400806,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ST CHRISTOPHERS ROAD,ASHTON-UNDER-LYNE,395101,400823,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,ST CHRISTOPHERS ROAD,ASHTON-UNDER-LYNE,395131,400845,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,ST CHRISTOPHERS ROAD,ASHTON-UNDER-LYNE,395144,400871,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,9,ST CHRISTOPHERS ROAD,ASHTON-UNDER-LYNE,395159,400887,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,10,ST CHRISTOPHERS ROAD,ASHTON-UNDER-LYNE,395188,400903,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST DAVIDS CLOSE,ASHTON-UNDER-LYNE,394622,401244,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST DAVIDS CLOSE,ASHTON-UNDER-LYNE,394613,401221,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST DAVIDS CLOSE,ASHTON-UNDER-LYNE,394597,401202,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST GEORGES DRIVE,HYDE,394770,394206,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST GEORGES DRIVE,HYDE,394779,394233,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST GEORGES DRIVE,HYDE,394747,394237,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ST GEORGES DRIVE,HYDE,394723,394251,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ST GEORGES DRIVE,HYDE,394706,394271,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST GEORGES GARDENS,DENTON,393102,394387,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ST GEORGES GARDENS,DENTON,393112,394348,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ST GEORGES GARDENS,DENTON,393098,394357,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ST GEORGES GARDENS,DENTON,393077,394369,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,ST GEORGES GARDENS,DENTON,393065,394350,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,ST GEORGES GARDENS,DENTON,393070,394389,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ST GEORGES ROAD,DROYLSDEN,389813,399009,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ST GEORGES ROAD,DROYLSDEN,389802,399042,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ST GEORGES ROAD,DROYLSDEN,389777,399067,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ST GEORGES ROAD,DROYLSDEN,389764,399100,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,ST GEORGES ROAD,DROYLSDEN,389746,399127,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,ST GEORGES ROAD,DROYLSDEN,389741,399170,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ST GEORGES STREET,STALYBRIDGE,396311,398993,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,2,ST GEORGES STREET,STALYBRIDGE,396281,399003,7 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,4,ST GEORGES STREET,STALYBRIDGE,396247,399007,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,5,ST GEORGES STREET,STALYBRIDGE,396213,399003,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,6,ST GEORGES STREET,STALYBRIDGE,396177,399018,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,7,ST GEORGES STREET,STALYBRIDGE,396151,399012,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,8,ST GEORGES STREET,STALYBRIDGE,396116,399024,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,9,ST GEORGES STREET,STALYBRIDGE,396092,399020,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,10,ST GEORGES STREET,STALYBRIDGE,396063,399030,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,11,ST GEORGES STREET,STALYBRIDGE,396030,399027,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,12,ST GEORGES STREET,STALYBRIDGE,395996,399040,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,13,ST GEORGES STREET,STALYBRIDGE,395971,399032,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,14,ST GEORGES STREET,STALYBRIDGE,395941,399045,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,15,ST GEORGES STREET,STALYBRIDGE,395912,399053,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,16,ST GEORGES STREET,STALYBRIDGE,395909,399038,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,6A,ST GEORGES STREET,STALYBRIDGE,396173,398984,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST GILES DRIVE,HYDE,396008,394722,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST GILES DRIVE,HYDE,395987,394682,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST GILES DRIVE,HYDE,395961,394679,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ST GILES DRIVE,HYDE,395931,394663,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ST GILES DRIVE,HYDE,395922,394695,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ST GILES DRIVE,HYDE,395921,394711,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST HILDAS ROAD,AUDENSHAW,392551,396566,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ST HILDAS ROAD,AUDENSHAW,392514,396561,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ST HILDAS ROAD,AUDENSHAW,392490,396547,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ST HILDAS ROAD,AUDENSHAW,392485,396536,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,ST HILDAS ROAD,AUDENSHAW,392463,396550,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ST HILDAS VIEW,AUDENSHAW,392177,396375,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ST HILDAS VIEW,AUDENSHAW,392156,396348,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ST HILDAS VIEW,AUDENSHAW,392183,396345,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ST JAMES STREET,ASHTON-UNDER-LYNE,395121,398816,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST JAMES STREET,ASHTON-UNDER-LYNE,395093,398819,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST JAMES STREET,ASHTON-UNDER-LYNE,395071,398830,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ST JAMES STREET,ASHTON-UNDER-LYNE,395039,398825,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ST JAMES STREET,ASHTON-UNDER-LYNE,395010,398829,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ST JAMES STREET,ASHTON-UNDER-LYNE,394964,398845,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,ST JAMES STREET,ASHTON-UNDER-LYNE,394922,398848,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,ST JAMES STREET,ASHTON-UNDER-LYNE,394886,398852,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,9,ST JAMES STREET,ASHTON-UNDER-LYNE,394861,398855,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST JOHN STREET,DUKINFIELD,395188,397841,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST JOHN STREET,DUKINFIELD,395189,397805,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ST JOHN STREET,DUKINFIELD,395204,397766,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ST JOHN STREET,DUKINFIELD,395209,397733,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST JOHNS AVENUE,DROYLSDEN,390939,398828,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST JOHNS AVENUE,DROYLSDEN,390924,398851,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST JOHNS AVENUE,DROYLSDEN,390905,398865,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ST JOHNS AVENUE,DROYLSDEN,390885,398860,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ST JOHNS AVENUE,DROYLSDEN,390867,398873,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,ST JOHNS AVENUE,DROYLSDEN,390854,398896,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST JOHNS CLOSE,DUKINFIELD,395145,397757,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST JOHNS CLOSE,DUKINFIELD,395149,397720,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST JOHNS DRIVE,HYDE,395631,395259,10 Metre,MILD STEEL,L.P.SODIUM,135 WATTS
LIGHTING COLUMN,2,ST JOHNS DRIVE,HYDE,395638,395235,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST JOHNS DRIVE,HYDE,395661,395240,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ST JOHNS DRIVE,HYDE,395685,395244,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ST JOHNS DRIVE,HYDE,395686,395212,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ST JOHNS DRIVE,HYDE,395699,395180,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,ST JOHNS DRIVE,HYDE,395696,395160,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,ST JOHNS DRIVE,HYDE,395716,395154,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,9,ST JOHNS DRIVE,HYDE,395738,395165,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,10,ST JOHNS DRIVE,HYDE,395772,395165,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,11,ST JOHNS DRIVE,HYDE,395791,395177,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,12,ST JOHNS DRIVE,HYDE,395780,395152,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,13,ST JOHNS DRIVE,HYDE,395705,395224,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,14,ST JOHNS DRIVE,HYDE,395727,395217,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,15,ST JOHNS DRIVE,HYDE,395734,395194,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST JOHNS GARDENS,MOSSLEY,397538,402933,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ST JOHNS GARDENS,MOSSLEY,397519,402912,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ST JOHNS ROAD,DENTON,392613,396030,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST JOHNS ROAD,DENTON,392621,396079,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ST KILDAS AVENUE,DROYLSDEN,389627,399408,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST KILDAS AVENUE,DROYLSDEN,389666,399399,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST KILDAS AVENUE,DROYLSDEN,389700,399406,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ST KILDAS AVENUE,DROYLSDEN,389733,399398,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ST KILDAS AVENUE,DROYLSDEN,389763,399405,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ST KILDAS AVENUE,DROYLSDEN,389798,399397,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,ST KILDAS AVENUE,DROYLSDEN,389805,399425,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST LAWRENCE ROAD,DENTON,393296,395131,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ST LAWRENCE ROAD,DENTON,393263,395124,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ST LAWRENCE ROAD,DENTON,393225,395130,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ST LAWRENCE ROAD,DENTON,393191,395117,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,ST LAWRENCE ROAD,DENTON,393163,395115,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,ST LAWRENCE ROAD,DENTON,393128,395120,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,7,ST LAWRENCE ROAD,DENTON,393096,395117,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,8,ST LAWRENCE ROAD,DENTON,393065,395104,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,9,ST LAWRENCE ROAD,DENTON,393034,395110,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,10,ST LAWRENCE ROAD,DENTON,393007,395098,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,11,ST LAWRENCE ROAD,DENTON,392979,395095,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,12,ST LAWRENCE ROAD,DENTON,392949,395093,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,13,ST LAWRENCE ROAD,DENTON,392921,395099,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,14,ST LAWRENCE ROAD,DENTON,392891,395086,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,15,ST LAWRENCE ROAD,DENTON,392858,395093,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,16,ST LAWRENCE ROAD,DENTON,392830,395080,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,17,ST LAWRENCE ROAD,DENTON,392796,395086,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,18,ST LAWRENCE ROAD,DENTON,392767,395074,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,19,ST LAWRENCE ROAD,DENTON,392734,395080,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,20,ST LAWRENCE ROAD,DENTON,392706,395077,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,11A,ST LAWRENCE ROAD,DENTON,392980,395067,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST MARKS STREET,DUKINFIELD,393745,398199,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST MARKS STREET,DUKINFIELD,393729,398205,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST MARKS STREET,DUKINFIELD,393763,398223,5 Metre,MILD STEEL,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,4,ST MARKS STREET,DUKINFIELD,393736,398229,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
